part_number,depth,height,length,weight
EB1024-111,76.06,15.28,40.63,58
EB1024-112,76.06,15.28,55.63,73
EB1024-113,81.57,15.28,62.64,81
EB1024-155,2.28,44.37,42.76,28
EB1024-156,2.68,44.37,57.76,34
EB1024-157,2.68,44.37,64.76,41
EB1024-163,6.61,42.76,41.38,52
EB1024-164,6.61,42.76,56.38,61
EB1024-165,6.61,42.76,63.39,66
EB1024-171,2.09,20.39,58.82,50
EB1024-181,79.29,78.74,57.48,100
EB1024-186,72.83,14.29,55,50
EB1024-189,2.09,20.39,51.81,52
EB1024-198,78.74,14.37,62.01,61
EB1024-231,18.88,33.88,59,128
EB1024-245,18.88,50.68,29.88,108
EB1024-291,15,21.88,19.68,37
EB1104-161,85.2,78.74,64.49,114
EB1104-171,2.09,20.39,58.82,50
EB1104-198,78.74,14.37,62.01,61
EB1104-231,18.88,30.75,59,137
EB1104-245,18.88,47.63,29.88,108
EB1104-256,2.28,34.25,66.85,41
EB1104-291,14.92,18.78,19.69,36
EB1187-111,76.06,15.28,40.63,58
EB1187-112,76.06,15.28,55.63,73
EB1187-113,81.57,15.28,62.64,81
EB1187-155,2.28,44.37,42.76,28
EB1187-156,2.68,44.37,57.76,34
EB1187-157,2.68,44.37,64.76,41
EB1187-161,85.2,78.74,64.49,114
EB1187-163,6.61,42.76,41.38,52
EB1187-164,6.61,42.76,56.38,61
EB1187-165,6.61,42.76,63.39,66
EB1187-171,2.09,20.39,58.82,50
EB1187-181,79.29,78.74,57.48,100
EB1187-186,72.83,14.29,55,50
EB1187-189,2.09,20.39,51.81,52
EB1187-198,78.74,14.37,62.01,61
EB1187-231,18.88,33.88,59,128
EB1187-245,18.88,50.68,29.88,106
EB1187-291,15,21.88,19.68,37
EB1198-102,0.51,25.12,29.76,20
EB1198-112,78.03,15.28,55.63,73
EB1198-113,81.57,15.28,62.64,81
EB1198-156,1.89,42.6,56.38,39
EB1198-157,1.89,42.6,63.39,47
EB1198-231,18.88,33.88,59,128
EB1198-245,18.88,50.68,29.88,108
EB1198-291,14.93,21.88,19.68,37
EB1221-111,77.56,15.31,41.02,58
EB1221-112,77.56,15.31,56.22,73
EB1221-113,81.5,15.31,62.64,81
EB1221-121,78.15,60.35,39.76,65
EB1221-122,78.15,57.01,53.94,69
EB1221-156,1.89,42.6,56.38,39
EB1221-157,1.89,42.6,63.31,47
EB1221-163,80.43,25.83,38.9,30
EB1221-165,80.47,25.83,53.9,33
EB1221-182,81.06,25.83,43.98,46
EB1221-231,18.88,33.88,59,128
EB1221-245,18.88,50.68,29.88,105
EB1221-291,14.88,21.88,23.68,37
EB1428-155,1.26,58.62,43.07,42
EB1428-156,1.26,58.62,57.6,57
EB1428-231,19.33,28.78,59.02,127
EB1428-245,19.33,45.67,29.88,105
EB1428-291,14.92,22.09,19.61,30
EB1528-111,77.56,15.31,41.02,58
EB1528-112,77.56,15.31,56.22,73
EB1528-155,2.05,53.39,41.73,36
EB1528-156,2.05,53.39,41.73,49
EB1528-163,80.43,25.83,38.9,30
EB1528-165,80.47,25.83,53.9,33
EB1528-182,43.98,25.83,81.06,46
EB1528-231,19.84,32.72,60.75,128
EB1528-245,19.84,49.65,31.61,109
EB1528-292,15.94,24.37,21.34,34
EB1760-112,77.56,15.31,56.22,73
EB1760-113,81.5,15.31,62.64,78
EB1760-156,2.28,42.91,55.24,26
EB1760-157,2.28,42.91,62.24,29
EB1760-231,19.84,32.72,60.75,128
EB1760-245,19.84,49.65,31.61,109
EB1760-292,15.94,24.37,21.34,34
EB1810-111,77.56,15.31,41.02,58
EB1810-112,77.56,15.31,56.22,73
EB1810-121,78.15,60.35,39.76,71
EB1810-122,78.15,57.01,53.94,74
EB1810-155,2.01,42.8,41.38,20
EB1810-156,2.01,42.8,56.38,28
EB1810-230,19.84,41.14,31.61,69
EB1810-231,19.84,32.72,60.75,136
EB1810-245,19.84,49.65,31.61,118
EB1810-292,15.94,24.37,21.34,39
EB1811-113,83.07,15.31,62.64,81
EB1811-231,19.33,28.78,59.02,127
EB1811-245,19.33,45.67,29.88,105
EB1811-291,15.63,22.09,19.61,30
EB1864-111,77.8,15.31,41.02,58
EB1864-112,77.56,15.31,56.22,73
EB1864-113,83.07,15.31,62.64,78
EB1864-155,5.04,35.71,43.15,27
EB1864-156,5.04,35.71,58.35,37
EB1864-157,5.04,35.71,64.72,41
EB1864-191,15.83,25.16,15.79,24
EB1864-231,18.88,33.88,59,125
EB1864-245,18.88,50.68,29.88,107
EB1864-291,14.93,26,19.63,28
EB1865-111,77.56,15.31,41.02,58
EB1865-112,77.56,15.31,56.22,73
EB1865-113,81.5,15.31,62.64,81
EB1865-155,5.04,35.71,43.15,27
EB1865-156,5.04,35.71,58.35,37
EB1865-157,5.04,35.71,64.72,41
EB1865-231,18.82,33.82,59.02,126
EB1865-245,18.82,50.67,29.88,112
EB1865-291,14.92,26.02,19.61,29
EB1866-111,77.56,15.31,41.02,58
EB1866-112,77.56,15.31,56.22,73
EB1866-113,81.5,15.31,62.64,81
EB1866-155,5.04,35.71,43.15,27
EB1866-156,5.04,35.71,58.35,37
EB1866-157,5.04,35.71,64.72,41
EB1866-163,80.43,25.83,38.9,22.12
EB1866-165,80.47,25.83,53.9,33
EB1866-182,43.98,25.83,81.06,46
EB1866-231,18.82,31.61,59.02,126
EB1866-245,18.82,50.67,29.88,112
EB1866-291,14.92,26.02,19.61,29
EB1867-111,77.56,15.31,41.02,58
EB1867-112,77.56,15.31,56.22,73
EB1867-113,81.5,15.31,62.64,81
EB1867-155,5.04,35.71,43.15,27
EB1867-156,5.04,35.71,58.35,37
EB1867-157,5.04,35.71,64.72,41
EB1867-231,18.82,33.82,59.02,126
EB1867-245,18.82,50.67,29.88,112
EB1867-291,14.92,26.02,19.61,29
EB2120-112,77.56,15.31,56.22,73
EB2120-113,83.07,15.31,62.64,81
EB2120-156,1.38,49.17,56.38,43
EB2120-157,1.38,49.17,63.39,46
EB2120-231,18.88,33.88,59,125
EB2120-245,18.88,50.68,29.88,107
EB2120-291,14.93,26,19.63,28
EB2270-112,77.56,15.31,56.22,73
EB2270-113,83.07,15.31,62.64,81
EB2270-155,2.01,42.83,41.38,25
EB2270-157,2.01,42.6,63.39,38
EB2270-163,80.43,25.83,38.9,30
EB2270-165,80.47,25.83,53.9,33
EB2270-182,81.06,25.83,58.98,46
EB2270-231,18.88,30.75,59,123
EB2270-245,18.88,47.63,29.88,105
EB2270-291,14.92,18.78,19.69,36
EB2320-112,77.56,15.31,56.22,73
EB2320-113,83.07,15.31,62.64,81
EB2320-131,15.83,29.02,52.72,113
EB2320-156,1.38,49.17,56.38,43
EB2320-157,1.38,49.17,63.39,46
EB2320-191,15.83,25.16,15.79,24
EB2320-231,18.88,33.88,59,125
EB2320-245,18.88,50.68,29.88,112
EB2320-291,14.93,26,19.63,28
EB2444-112,76.06,15.28,55.63,76
EB2444-113,81.57,15.28,62.64,80.6
EB2444-156,2.68,44.37,57.76,20
EB2444-157,2.68,44.37,64.76,26
EB2444-231,19.88,32.8,61.57,141
EB2444-245,19.88,49.65,32.28,116
EB2444-292,16.02,24.37,22.05,40
EB2520-112,77.56,15.31,56.22,73
EB2520-113,83.07,15.31,62.64,81
EB2520-156,2.01,47.95,56.38,38
EB2520-157,2.01,50.94,63.39,42
EB2520-191,15.83,22.09,15.79,28
EB2712-156,1.89,52.91,56.38,42
EB2712-157,1.89,52.91,63.39,45
EB2712-255,8.54,61.14,41.38,48
EB2712-256,8.54,61.14,56.38,56
EB2712-257,8.54,61.14,63.39,63
EB2712-68B,78.03,13.35,40.71,51
EB2712-68R,75.04,42.72,40,67
EB3392-112,77.56,15.31,56.22,73
EB3392-113,83.07,15.31,62.64,81
EB3392-157,2.01,50.94,63.39,42
EB3392-231,18.75,28.78,59,127
EB3392-245,18.75,45.63,29.88,105
EB3392-291,14.93,22.13,19.63,30
EB3477-113,83.07,15.31,62.64,81
EB3477-155,2.01,47.95,41.81,33
EB3477-156,2.01,47.95,56.38,38
EB3477-157,2.01,50.94,63.39,42
EB3477-231,18.75,28.78,59,127
EB3477-245,18.75,45.63,29.88,105
EB3477-291,14.93,22.13,19.63,30
EB3660-112,77.56,15.31,56.22,73
EB3660-113,83.07,15.31,62.64,78
EB3660-131,16.77,30.55,52.72,102
EB3660-156,5.04,35.71,58.35,22
EB3660-157,5.04,35.71,64.72,41
EB3660-231,18.88,33.18,59,119
EB3660-245,19.75,50,29.88,106
EB3660-291,14.93,21.18,19.69,33
EB3929-112,77.5,15.5,56.25,73
EB3929-113,81.5,15.5,62.75,78
EB3929-156,2,43,56.5,24
EB3929-157,2,43,63.5,27
EB3929-231,20,31,60,128
EB3929-245,20.25,49.75,31.75,109
EB3929-292,16.25,24.5,21.5,34
EB4121-111,77.56,15.31,41.02,58
EB4121-112,77.56,15.31,56.22,73
EB4121-113,83.07,15.31,62.64,81
EB4121-156,2.09,52.91,56.38,42
EB4121-157,2.17,52.91,63.39,45
EB4121-231,19.33,28.78,59.02,127
EB4121-245,19.33,45.67,29.88,105
EB4121-291,15.63,22.09,19.61,36
EB4123-112,77.56,15.31,56.22,73
EB4123-113,81.5,15.31,62.64,78
EB4123-156,2.17,52.91,56.38,42
EB4123-157,2.17,52.91,63.39,45
EB4123-231,18.82,28.78,59.02,120
EB4123-245,19.33,45.67,29.88,105
EB4123-291,15.43,22.09,19.61,30
EB4879-112,76.06,15.28,55.63,76
EB4879-113,81.57,15.28,62.64,80.6
EB4879-156,2.28,44.37,57.76,20
EB4879-157,2.28,44.37,64.76,26
EB4879-231,18.74,33.82,59.02,121
EB4879-245,18.74,50.67,29.88,110
EB4879-291,14.92,21.85,19.61,24
EB5514-111,77.56,15.31,41.02,58
EB5514-112,77.56,15.31,56.22,73
EB5514-113,81.5,15.31,62.64,81
EB5514-121,78.15,60.35,39.76,64
EB5514-122,78.15,57.01,53.94,73
EB5514-155,1.89,42.6,41.34,30
EB5514-156,1.89,42.6,56.38,39
EB5514-157,1.89,42.6,63.31,47
EB5514-163,80.43,25.83,38.9,30
EB5514-165,80.47,25.83,53.9,33
EB5514-182,81.06,25.83,43.98,46
EB5514-231,18.88,33.88,59,128
EB5514-245,18.88,50.68,29.88,105
EB5514-291,14.88,21.88,23.68,37
EB9630-231,20,31,60,124
EB9630-245,19.75,48.75,31.25,117
EB9630-253,2.25,39.75,41.5,23
EB9630-257,2.25,39.75,63.5,33
EB9630-260,30.75,12.5,40,26
EB9630-261,30.75,12.5,40,26
EB9630-287,2.25,39.75,56.5,30
EB9630-292,15.75,21.75,18.25,27
EB9630-52,78,20,41.5,32
EB9630-55,83.5,20,63.5,52
EB9630-84,78,20,56.5,45
EB9630-89,,,,24
EB9630-95,,,,26
3623260,31.75,33.75,27,43
A1000042,60,0,50,3
A1000042T,60,0,50,1
A1000356,6,20,20,8
A1000356P,6,20,20,2
A1000388,16,16,16,5
A1000420,19,18,19,6
A1000422,18.5,17.5,19,7
A1000445,18,18,18,6
A1000454,7,20,20,8
A1000454P,7,20,20,2.07
A1000473,5,20,20,16
A1000473P,5,20,20,4
A1000475,7,20,20,13
A1000475P,7,20,20,2.425
A1000476,7,20,20,13
A1000476P,7,20,20,2.425
A1000479,6,18,18,6
A1000479P,6,18,18,1.5
A1000480,6,20,20,8
A1000480P,6,20,20,2
A1000481,5,14,22,6
A1000481P,5,14,22,1.5
A1000485,0,20,20,4.85
A1000485P,0,20,20,1.21
A1000486,60,0,50,9
A1000486T,60,0,50,3.24
A1000487,60,0,50,6
A1000487T,60,0,50,0.983
A1000516,0,14,22,5.52
A1000540,7,14,22,8
A1000540P,7,14,22,1
A1000550,16,16,16,6
A1000552,60,0,50,3
A1000552T,0,60,50,1
A1000554,5,16,23,6
A1000554P,5,16,23,1.5
A1000560,0,20,20,6.62
A1000560P,0,20,20,2
A1000569,60,0,50,10
A1000569T,60,0,50,3.13
A1000606,60,0,50,3
A1000606T,60,0,50,1
A1000616,60,0,50,3
A1000616T,60,0,50,1
A1000737,60,0,50,4
A1000737T,60,0,50,1.76
A1000740,60,0,50,6
A1000740T,60,0,50,2.42
A1000757,60,0,50,13.5
A1000757T,60,0,50,2.313
A1000761,7,20,20,10
A1000761P,7,20,20,2.5
A1000763,7,20,20,9
A1000763P,7,20,20,2.5
A1000768,60,0,50,6
A1000768T,60,0,50,1.866
A1000769,60,0,50,6
A1000769T,60,0,50,1.653
A1000778,0,18,18,4
A1000778P,0,18,18,1
A1000804,7,20,20,9.87
A1000804P,7,20,20,2.31
A1000806,7,20,20,8
A1000806P,7,20,20,1.555
A1000807,0,20,20,7
A1000807P,0,20,20,1.66
A1000808,7,20,20,9
A1000808P,7,20,20,2.27
A1000812,7,20,20,6
A1000812P,7,20,20,1.61
A1000816,7,14,36,10.59
A1000816P,7,14,36,2.42
A1000819,7,18,18,7.5
A1000819P,7,18,18,1.345
A1000828,17.5,17,17.5,4
A1000830,17,16,17,4
A1000832,0,20,20,8.66
A1000832P,0,20,20,2.165
A1000836,6,18,18,9.95
A1000836P,6,18,18,2.52
A1000837,6,18,18,9.95
A1000837P,6,18,18,2.49
A1000838,6,18,18,9.95
A1000838P,6,18,18,2.488
A1000839,0,18,18,11.58
A1000839P,0,18,18,2.895
A1000841,6,20,20,6.52
A1000841P,6,20,20,1.63
A1000855,0,18,18,9.9
A1000855P,0,18,18,2.48
A1000856,60,0,50,8.12
A1000856T,60,0,50,2.69
A1000860,6,20,20,2
A1000860P,6,20,20,0.5
A1000861,6,14,26,6
A1000861P,6,14,26,1.5
A1000862,6,20,20,6
A1000862P,6,20,20,1.62
A1000863,6,20,20,7
A1000863P,6,20,20,1.95
A1000866,6,20,20,7
A1000866P,6,20,20,1.95
A1000867,6,20,20,6
A1000867P,6,20,20,1.95
A1000868,6,20,20,7
A1000868P,6,20,20,1.95
A1000869,0,20,20,6.32
A1000869P,0,20,20,1.58
A1000873,7,20,20,6
A1000873P,7,20,20,1.5
A1000875,7,20,20,6.53
A1000875P,7,20,20,1.642
A1000876,0,20,20,4
A1000876P,0,20,20,1
A1000879,0,20,20,7
A1000879P,0,20,20,1.75
A1000881,0,20,20,7.06
A1000881P,0,20,20,1.842
A1000888,0,20,20,6
A1000888P,0,20,20,1.65
A1000889,5,20,20,6
A1000889P,5,20,20,1.5
A1000891,7,20,20,7.11
A1000891P,7,20,20,2
A1000895,7,20,20,6
A1000895P,7,20,20,1.65
A1000896,5,14,22,3
A1000896P,5,14,22,1.43
A1000897,5,14,22,5
A1000897P,5,14,22,1.5
A1000898,5,14,22,5
A1000898P,5,14,22,1.43
A1000899,5,14,22,5
A1000899P,5,14,22,1.43
A1000900,7,20,20,6.18
A1000900P,7,20,20,1.54
A1000901,7,20,20,5.9
A1000901P,7,20,20,1.475
A1000906,0,20,20,7
A1000906P,0,20,20,1.75
A1000907,0,20,20,7
A1000907P,0,20,20,1.75
A1000908,6,20,20,7.9
A1000908P,6,20,20,1.5
A1000909,60,0,50,13.5
A1000909T,60,0,50,4.5
A1000912,60,0,50,13.5
A1000912T,60,0,50,4.5
A1000913,60,0,50,12
A1000913T,60,0,50,4
A1000914,60,0,50,13.5
A1000914T,60,0,50,4.5
A1000915,5,20,20,12
A1000915P,5,20,20,3
A1000916,5,20,20,6.32
A1000916P,5,20,20,1
A1000917,5,20,20,14
A1000917P,5,20,20,3.25
A1000918,5,20,20,16
A1000918P,5,20,20,3.25
A1000920,0,20,20,8.38
A1000920P,0,20,20,1.72
A1000924,0,20,20,7.5
A1000924P,0,20,20,1.94
A1000925,5,20,20,9
A1000925P,5,20,20,2.5
A1000926,5,20,20,11
A1000926P,5,20,20,2.82
A1000927,5,20,20,6
A1000927P,5,20,20,1.68
A1000928,5,20,20,7
A1000928P,5,20,20,1.83
A1000929,5,20,20,11
A1000929P,5,20,20,3.04
A1000930,7,14,22,5
A1000930P,7,14,22,1.46
A1000934,7,20,20,3
A1000934P,7,20,20,1.75
A1000935,16,16,16,5
A1000939,5,20,20,6
A1000939P,5,20,20,1.77
A1000942,5,20,20,6
A1000942P,5,20,20,1.77
A1000943,5,18,18,6
A1000943P,5,18,18,1.5
A1000947,5,18,18,6.19
A1000947P,5,18,18,1.5
A1000950,5,20,20,8
A1000950P,5,20,20,1.98
A1000952,7,20,20,7.05
A1000952P,7,20,20,1.76
A1000953,5,20,20,6
A1000953P,5,20,20,1.5
A1000954P,0,20,20,1
A1000956,7,20,20,14
A1000956P,7,20,20,3.52
A1000957,7,14,22,2
A1000957P,7,14,22,2
A1000958,7,20,20,8
A1000958P,7,20,20,1.5
A1000959,7,20,20,8
A1000959P,7,20,20,1.918
A1000960,7,20,20,7
A1000960P,7,20,20,1.918
A1000961,7,20,20,9
A1000961P,7,20,20,2.168
A1000962,7,20,20,6
A1000962P,7,20,20,2
A1000967,7,20,20,6
A1000967P,7,20,20,1.888
A1000970,7,20,20,7
A1000970P,7,20,20,1.5
A1000971,5,20,20,8
A1000971P,5,20,20,2
A1000972,6,20,20,8
A1000972P,6,20,20,2
A1000973,6,20,20,6
A1000973P,6,20,20,1.5
A1000974,6,20,20,8
A1000974P,6,20,20,2
A1000975,5,20,20,6
A1000975P,5,20,20,1.95
A1000976,5,20,20,8
A1000976P,5,20,20,2
A1000977,6,19,19,14
A1000977P,6,19,19,3.5
A1000978,7,20,20,8
A1000978P,7,20,20,1.65
A1000981,0,20,20,8
A1000981P,0,20,20,1.65
A1000982,18,18,18,3
A1000983,18,18,18,3
A1000984,7,14,22,6
A1000984P,7,14,22,1.32
A1000985,7,20,20,6
A1000985P,7,20,20,1.55
A1000986,0,14,22,1.5
A1000986P,0,14,22,1.4
A1000987,60,1,50,15
A1000987T,60,1,50,5
A1000988,7,14,22,4
A1000988P,7,14,22,1.5
A1000990,7,20,20,2.5
A1000990P,7,20,20,1.45
A1000991,0,20,20,2.5
A1000991P,0,20,20,2.5
A1000994,7,20,20,1
A1000994P,7,20,20,1
A1000997,6,14,22,5
A1000997P,6,14,22,1.325
A1000998,7,20,20,2
A1000998P,7,20,20,1.82
A1000999,6,20,20,5
A1000999P,6,20,20,1.325
A1001004,7,20,20,10
A1001004P,7,20,20,2.5
A1001005,7,14,22,8
A1001005P,7,14,22,2
A1001006,5,16,23,12
A1001006P,5,16,23,2.5
A1001008,7.8,14,22,4
A1001008P,0,14,22,1
A1001009,7.8,14,22,4
A1001009P,0,14,22,1.55
A1001010,7.8,14,22,5
A1001010P,0,14,22,1.5
A1001012,5,16,16,9
A1001012P,0,16,16,2.5
A1001013,5,16,16,9
A1001013P,0,16,16,2
A1001014,5,16,16,9
A1001014P,0,16,16,2.42
A1001019,5,16,16,8
A1001019P,0,16,16,2.1
A1001020,5,16,16,9
A1001020P,0,16,16,2
A1001021,5,16,16,9
A1001021P,0,16,16,2.27
A1001022,60,0.39,50,4.5
A1001022T,60,0.39,50,1.5
A1001023,60,0.39,50,3
A1001023T,60,0.39,50,1
A1001024,60,0.39,50,3
A1001024T,60,0.39,50,1.5
A1001025,60,0.39,50,3
A1001025T,60,0.39,50,1.5
A1001026,60,0.39,50,3
A1001026T,60,0.39,50,1.5
A1001027,60,0.39,50,3
A1001027T,60,0.39,50,1.5
A1001028,6.6,16,16,5
A1001028P,0,16,16,1.1
A1001031,5,22,22,13.04
A1001031P,0,22,22,2
A1001032,5,22,22,13.15
A1001032P,0,22,22,2
A1001033,5,22,22,11.49
A1001033P,0,22,22,2
A1001035,5,14,22,5
A1001035P,5,14,22,1.25
A1001036,5.38,19,19,11
A1001036P,5.38,19,19,2.75
A1001038,6.25,19,19,10
A1001038P,6.25,19,19,2.5
A1001039,5,14,22,4
A1001039P,5,14,22,1
A1001040,6,14,22,4
A1001040P,6,14,22,1
A1001041,5,22,22,8
A1001041P,5,22,22,2
A1001042,5,22,22,8
A1001042P,5,22,22,2
A1001043,5,22,22,8
A1001043P,5,22,22,2
A1001046,6,22,22,8
A1001046P,6,22,22,2
A1001047,6,14,22,8
A1001047P,6,14,22,2
A1001048,6,14,22,9
A1001048P,6,14,22,2.25
A1001050,5,22,22,11
A1001050P,5,22,22,2.75
A1001051,70,0.25,50.5,5
A1001051T,70,0.25,50.5,1.66
A1001052,70,0.25,50.5,5
A1001052T,70,0.25,50.5,1.66
A1001053,23.13,14.13,23,5
A1001055,23.75,14.13,23.75,5
A1001056,22.25,14.5,22.25,6
A1001058,22.25,14.5,22.25,5
A1001059,22.25,14.5,22.25,5
A1001060,0.5,60,50,15
A1001060T,0.5,60,50,5
A1001061,0.5,60,50,15
A1001061T,0.5,60,50,5
A1001062,5,14,22,6.88
A1001062P,5,14,22,1.72
A1001063,5,20,20,9.68
A1001063P,5,20,20,2.42
A1001065,5,20,20,8.64
A1001065P,5,20,20,2.16
A1001068,5,20,20,7.4
A1001068P,5,20,20,1.85
A1001069,5,20,20,7.05
A1001069P,5,20,20,1.76
A1001072,5,20,20,7.76
A1001072P,5,20,20,1.94
A1001074,5,22,22,8.57
A1001074P,5,22,22,2.14
A1001080,60,1.5,50,7.61
A1001080T,60,1.5,50,2.54
A1001081,60,1.5,50,7.61
A1001081T,60,1.5,50,2.54
A1001082,60,1.5,50,8.27
A1001082T,60,1.5,50,2.76
A1900001,5,18,18,8
A1900001P,5,18,18,2
A1900004,5,18,18,8
A1900004P,5,18,18,2
A1900005,5,18,18,8
A1900005P,5,18,18,2
A1900009,5,18,18,8
A1900009P,5,18,18,2
A1900011,5,18,18,8
A1900011P,5,18,18,2
A2000094,,,,3
A2000108,7,7,27,6
A2000110,,,,12
A2000125,4,21,7.25,14
A2000127,,,,7
A2000130,,,,6
A2000133,,,,3
A2000135,,,,6
A2000136,8,2.6,24,4
A2000223,12,16.5,13.5,3
A2000246,,,,6
A2000249,,,,5
A2000255,14,3.25,19.75,5
A2000267,,,,8.49
A2000329,,,,8
A2000346,,,,3
A2000348,,,,14
A2000348V,,,,7.37
A2000355,,,,7.26
A2000370,5,16.5,14,4
A2000381,7.38,13.5,7.38,6
A2000388,6.88,32.5,7.13,16
A2000407,,,,8
A2000409,,,,9
A2000410,,,,10
A2000411,,,,11
A2000412,6.25,10.75,30.38,16
A2000416,8,6,20,3
A2000419,11.13,10.25,24.25,12
A2000427,12.88,20.25,12.88,8
A2000428,,,,6
A2000436,,,,4
A2000442,14.5,3.5,14.5,4
A2000443,14.5,3.5,14.5,4
A2000455,14,3.13,21.13,5
A2000456,,,,4
A2000460,,,,5
A2000461,,,,5
A2000463,6,20,6,5
A2000464,14,4,24,4
A2000465,14,4,24,4
A2000466,,,,4
A2000468,,,,5
A2000469,,,,5
A2000470,,,,8
A2000471,,,,6
A2000472,14,16,18,4
A2000473,16,18,20,5
A2000474,14,16,18,5
A2000475,16,18,20,5
A2000477,16,18,20,6
A2000478,7,13.25,7,1
A2000479,8.5,16.5,8.5,1
A2000484,6,6,6,2
A2000484J,,,,1.28
A2000485,7.5,8,7.5,6
A2000485J,,,,2.25
A2000486,,,,3.68
A2000487,,,,4
A2000488,,,,4
A2000489,,,,4
A2000490,12.88,3.38,12.88,6
A2000491,12.88,3.38,12.88,6
A2000492,,,,20
A2000493,,,,20
A2000494,6,6,6,4
A2000494S,6,6,6,1
A2000495,8,8,8,6
A2000495S,8,8,8,2
A2000496,10,10,10,13
A2000496S,10,10,10,3
A2000497,2.75,11.5,11,6
A2000497S,2.75,11.5,11,2.64
A2000498,2.75,14.5,14,8
A2000498S,2.75,14.5,14,3.96
A2000499,2.75,11.5,11,3
A2000499S,2.75,11.5,11,2.64
A2000500,2.75,14.5,14,4
A2000500S,2.88,13.5,13.25,3.96
A2000501,2.75,11.5,11,6
A2000501S,2.75,11.5,11,2.64
A2000502,2.75,14.5,14,7
A2000506,3,13,10,10
A2000506S,3,13,10,5
A2000507,3.25,16.88,12.25,14
A2000507S,3.25,16.88,12.25,7
A2000508,4.5,20,15.13,25
A2000508S,4.5,20,15.13,13
A2000509,6.5,10.75,6.5,3
A2000510,8.5,13,8.5,5
A2000511,10,12,10,4
A2000512,13,17,13,5.82
A2000513,10,12,10,3.75
A2000514,13,17,13,5.82
A2000515,6,13.5,6,2
A2000516,7,17.5,7,3
A2000517,8,21,8,4
A2000518,20,3,20,4
A2000519,20,3,20,4
A2000526,7,16,7,6
A2000527,10,21,10,10
A2000528,7,16,7,7
A2000529,10,21,10,10
A2000530,7,16,7,7
A2000531,10,21,10,10
A2000534,2.5,6.38,6.62,12
A2000534S,,,,6
A2000535,2.5,8.5,7.5,12
A2000535S,,,,1.65
A2000536,3.5,8,6,12
A2000536V,3.5,7.5,6,5.61
A2000537,3.75,12,6.25,15
A2000537V,3.75,12,6.25,5.61
A2000538,4.25,15,4.25,12
A2000538V,4.25,15,4.25,5.61
A2000539,7.28,8.46,7.28,3
A2000540,6.5,10.03,6.5,4
A2000541,5.31,12.01,5.31,3
A2000542,14.13,1.88,17.88,3
A2000544,6.3,11.02,6.3,4
A2000545,6.89,13.78,6.89,5
A2000546,3.94,11.81,14.96,5
A2000547,3.94,12.99,15.75,5
A2000548,6.5,11.02,6.5,4
A2000549,7.68,13.98,7.68,5
A2000550,3.35,9.45,3.35,3
A2000551,3.54,12.6,3.54,4
A2000552,3.94,15.75,3.94,7
A2000553,6,16,6,2
A2000554,6,20,6,2
A2000555,8.5,8.5,8.5,6
A2000556,9,11.88,9,7
A2000557,12.5,10,12.5,8
A2000558,15,12.5,15,10
A2000561,4,11.5,14.25,5
A2000562,4,16.13,12.25,6
A2000563,8,14,8,2
A2000564,10,17,10,3
A2000565,14,3,20,2
A2000566,8,14,8,2
A2000567,9,17,9,3
A2000568,14,3,20,2
A2000571,9,17,9,3
A2000572,14,3,20,2
A2000575,3.25,8,8,2
A2000576,2.75,13.75,5,3
A2000578,4,16,10,3
A2000579,8.75,7.63,8.75,8
A2000581,7.87,9.05,7.87,10
A2000581V,7.87,9.05,7.87,4
A2000582,9.84,11.41,9.84,12
A2000582V,9.84,11.41,9.84,6
A2000583,,,,8
A2000584,5.13,18.38,5.13,6
A2000585,6.63,11.25,6.63,3
A2000586,8,14,8,4
A2000587,5,12,5,1
A2000588,6,16,6,2
A2000589,6.88,20.13,6.88,3
A2000590,7.75,1.13,23.63,6
A2000591,9.13,11.63,9.13,10
A2000592,8.5,10.5,8.5,8
A2000593,11.25,13.13,11.25,14
A2000594,14,7.5,14,3
A2000595,10.63,5.5,15.88,5
A2000596,7.13,4.63,9.13,4
A2000607,3.25,10.5,9.75,7
A2000607V,3.25,10.5,9.75,3
A2000608,3.75,14.63,13.75,12
A2000608V,3.75,14.63,13.75,6
A2000609,8.5,19.88,8.5,14
A2000610,14,3.5,14,5
A2000611,11.75,6,11.75,3
A2000613,12,19.75,12,10
A2000614,18.25,1.88,18.25,7
A2000617,8.88,2.75,13,4
A2000618,1.75,12.13,9.25,18
A2000623,6.25,10.13,6.25,5
A2000628,9.38,8.75,10.25,7
A2000629,11,12.5,11,11
A2000630,16.25,5.88,16.25,8
A2000631,5.25,2.88,24.38,2
A2000632,5.25,2.88,24.38,2
A2000635,7.88,7.88,7.88,4
A2000636,10,9.5,10,7
A2000639,5.25,18.25,5.25,2
A2000640,6,21.13,6,3
A2000641,9.25,10.5,9.25,6
A2000642,8.75,13.13,8.75,8
A2000646,7.88,10,7.88,4
A2000647,5.88,14.25,5.88,4
A2000648,12,5.13,12,5
A2000649,6,11,12.88,6
A2000650,5,14.75,8.13,5
A2000652,8.88,6.75,6.5,3
A2000652S,8.88,6.75,6.5,1
A2000653,7.25,10.25,7.25,3.63
A2000654,10.25,12.2,10.25,7.03
A2000655,5,15,5,3.41
A2000656,6,18.11,6,5.98
A2000657,6,10,6,2.42
A2000658,7.5,12,7.5,4.18
A2000659,9.8,15,9.8,7.7
A2000660,1.5,6,6.5,7.8
A2000660C,1.5,6,6.5,3.9
